Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
101,3,0,3,0,1,clicquotsuave lmaooooooooooo this nigga krillznuhcare httptcoaanpsujmyi ltbitch want likes for some depressing shitfoh
102,3,0,3,0,1,coleycee lilaerii girl you know i was spitting that g shit to you amp you was going lbvsbitch plz
103,3,0,3,0,1,coleycee let me make a couple tweets off cuzzo page so i wont get in twitter jaillmao bitch dont trick me again
104,3,0,2,1,1,comedyposts harlem shake is just an excuse to go full retard for 30 seconds
105,3,0,3,0,1,comedytruth amen miley 128591 httptcop2kb2tfyxrokay but she dont need to act like a hoe just bc shes emotionally damaged foh
106,3,0,3,0,1,corybandz having one loyal female is wayyyyy better than having hoes  idc 128175
107,3,0,3,0,1,"crhedrys pussy licking pussy meow meow stopwhitepeople2014 128049 httpstcokeegdcjs5k8221

128533"
108,3,0,3,0,1,dbabholloway check out our 12th man cowboysnation even with all those faggot ny fans in the stands
109,3,0,3,0,1,dgotbricks what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
110,3,0,3,0,1,daedavidavie whitethunduh im the bitch okay nudes pat 128554128527128056 wow
111,3,3,0,0,0,devilgrimz vigxrarts youre fucking gay blacklisted hoe holding out for tehgodclan anyway httptcoxuccwoetmn
112,3,0,3,0,1,diamondloudkush the fuck be wrong with these bitches nobody knows
113,3,0,3,0,1,dietrich1892 yall shut upp make me bitch
114,3,1,2,0,1,dionairish i hate a im pregnant type of bitch
115,3,0,3,0,1,doyouq got bitches in the dm but i dont ever readem which is y your top 3
116,3,0,0,3,2,domworldpeace baseball season for the win yankees this is where the love started
117,3,0,3,0,1,dommoneek little stupid as bitch i dont fuck with yoooooouuuu
118,3,0,3,0,1,dreadheadari she really asked me that dead ass serious tho all i could say was bitch wheet lol
119,3,0,0,3,2,dunderbail im an early bird and im a night owl so im wise and have worms
120,3,0,1,2,2,edgarpixar overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day
121,3,0,0,3,2,"elgrillo1 pit bulls photographed as lovely fairy tale creatures httptcoq0sm89oolh8221

they are fairy tale creatures"
122,3,0,3,0,1,ferociousghost 1stnamebravo aw fag dont tweet aw to me lol
123,3,0,0,3,2,flokid88 as long as the lakers trash from now on i could careless and thats real cc benballer hahaha
124,3,0,3,0,1,frosstyy h0rheyd i didnt say anything tho kiss me then faggot
125,3,0,0,3,2,funnypicsdepot this the i play soccer cheat on girls and wear khaki coloured cargos haircut httptcozuai7qwbir 128514 yup
126,3,0,3,0,1,g27status i could go for a fat ass bitch on my lap same
127,3,0,3,0,1,gedmelle 17 missed calls 128544128545das yo po bitch twitter finna be screamn freemoneymelle
128,6,0,6,0,1,gtmal ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao 128514128514128514128514
129,3,0,3,0,1,gagatom1 8220malefoot 3  amo los pies httptco4qe1hdkk8i8221 fuck yeah
130,3,0,3,0,1,girlthatsvonte these hoes be thinking meat wont slap they ass 128564128075 ainna bruh
131,3,0,3,0,1,girlthatsvonte yall bitches wit no edges be doing the most talking 1285531285649995128514128514128514
132,3,0,3,0,1,girlthatsvonte yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit
133,3,0,3,0,1,girllssues i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck
134,6,0,6,0,1,gizzyjones94 if she kiss u with her eyes open watch that bitchlmfao
135,3,0,3,0,1,goofstroop you a woulda coulda shoulda ass hoe 128563128586
136,3,0,3,0,1,gottiltf happy bday bitch ass nigga jetsandaswisherpreciate that bitch roll up
137,3,0,3,0,1,hbmostdope 1jayee pipinhoes used to send that bitch up
138,6,0,6,0,1,hbmostdope ugly bitches be like im my own wcw duh bitch you aint nobody elses128514128514
139,3,1,2,0,1,halotgmg 1stnamebravo nigga you know we hacky sack hoes nah i throw no look passes lmao
141,3,1,2,0,1,heartlessfuck glad im getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
142,3,0,1,2,2,hermosaalma this isnt ghettoits smart httpstcompazq3jswf im doing this idc
143,3,0,2,1,1,hiimjorib i would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place
144,3,0,3,0,1,hornyfacts being single isnt an excuse to be a hoe theonemissluu
145,3,1,2,0,1,hoskinsty96 white boy power bitch black power bitch
146,3,0,3,0,1,hudgens11 lets get drunk get blowed spit shit spark blunts amp fuck hoes bro white dudes have no chill
147,3,0,3,0,1,iscoutgirls verballyabrupt bitch where u been around the world and back where you been
148,3,0,3,0,1,itsyahboiray anelylove if i dont get my dick sucked at yo party by a bad bitch im fr gone set it off 128514128514128514128514 by anelylove 
149,3,0,2,1,1,itsyesie oomf is soooo cute but he probably has hoes on him a lot
150,3,0,3,0,1,jayten9 in every cartoon theirs alway a nuffsaid15 saving these hoes lmao httptco9ukd8wtz6x lmao damn captain saveahoe
151,3,0,1,2,2,jreebo who wants to get there nose in these bad bois then scally chav sockfetish stinking httptcofeqxgn0w6i hot sox and legs
152,3,0,3,0,1,jamesynba i wish i was a bitch like my brother keezy 128530 ooooow i bet you do
153,6,0,6,0,1,jasminepore if you dressed up as a cat for halloween you are basic or a pussy
154,4,0,4,0,1,jewelxo can pornhub just get a gaming stream feature so these dumb bitches can gtfo pornhub get on it katielt3
155,3,0,3,0,1,joebudden stop being scared to choke her during sex u bitch ass niggas she8217ll like it says the guy who hits women out of bed foh
156,3,0,3,0,1,johnny55perez whitethunduh ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig
157,6,0,6,0,1,kazatta 1takehov oh man its 5 am you off a molly ho where the fuck ya seed at fixed
158,3,0,3,0,1,kelsiebelsi youre not a man if you refer to every girl as a bitch
159,3,0,3,0,1,keyshawnswag lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga
160,3,0,1,2,2,keyshawnswag peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash
161,3,0,2,1,1,kingcuh 16stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
162,3,0,3,0,1,kinghendo95 vondreaam naw its my old tape new cover  my upcoming mixtape is kingofthehill yeah im waiting on that hoe mayne
163,3,0,3,0,1,kingteej ol dirty foot ass bitches this was too funny to me
164,3,0,3,0,1,kingshawn6 whitethunduh thats where i get my yellow flags for being amazing 128079128524 hell yeah niggy
165,3,0,3,0,1,kissmysmilee dont got time for bitches to be actin iffy
166,3,0,0,3,2,knightfanneal ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
167,3,0,2,1,1,"kyranadiya these hoes aint loyal  no they aint httptcoh1ubsvbkgl

smfh amp wonder why nobody decent wants them"
168,3,0,3,0,1,lcistj bruh you studs keep thinking im soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe
169,3,0,3,0,1,lodycash dry pussy bitches always blame it on the condom128514128079128514128079128514
170,3,0,3,0,1,lunaraps shut yo bitch ass up httpstcoiemn1u0gm5 128557128514
171,3,0,3,0,1,laflaregodjosh gucci mane in jail and dropping mixtapes every month and you hoes cant even text back
172,3,0,3,0,1,latrobemark you love these hoes more then money wats wrong these niggas
173,6,0,6,0,1,lebronvuitton a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol
174,3,0,3,0,1,lilfridayhoe easy cum easy hoe thats a fact 
175,3,0,3,0,1,lifeasbros charlie sheen is too real httptcogggdk3kov7 major fucking respect for charlie sheen
176,3,0,3,0,1,"lightskingawdd wish i had a bae 128533

you got all the hoes tho"
177,3,0,3,0,1,lilmike12 fuck twerking bitch can you cook 
178,3,0,3,0,1,linniekravitz wesgodlaflare bitch wtf httptcodasmycxodb
179,3,1,2,0,1,lipethegreat 8220h0rheyd lipethegreat shut up zoe fight me pussy8221 for zoe im good man you are good maam move along now
180,3,0,3,0,1,lolaaisdope lmao fucking snake bitches  em
181,3,0,3,0,1,loveableaizah big booty hoes everywhere sheesh 128525 damn 127807128064127807
182,3,0,0,3,2,mlbnetwork stay tuned to mlbnetwork for an update on the report that yankees 1b teixeiramark25 will be out 810 weeks dliming35 bum
183,3,0,0,3,2,mrad 8220dezdlt i play soccer cheat on girls and wear khaki coloured cargos haircut httptcotycihd6pkw8221 yes lmfaosoccerboy04
184,3,0,3,0,1,madflyentist oregon chokes every year get off the field trash ass program rft
185,3,0,3,0,1,mannydiesel def not cowboy lol rt artoffloyd terrell owens was the best eagle amp cowboy ever dude cried like a bitch on tv over romo
186,3,3,0,0,0,markroundtreejr lmfaoooo i hate black people httpstcornvd2nlcdr this is why theres black people and niggers
187,3,0,3,0,1,master11 20tolife gabrielastarr how could u do this to me bitch potent
188,3,0,1,2,2,maxmayo77 httptco3jk4kr44x3 a pissed lad past out i would lick his dirty soles while he slept
189,3,0,1,2,2,maxmayo77 httptcoprrskknqrv love frat boy w soft long soles
190,3,0,1,2,2,maxmayo77 httptcoxpsc3makgj sexy lad with hot soles and arches
191,3,0,3,0,1,megamindnick whitethunduh nah fam i gotta cheat with the hoes depends on the female i feel
192,3,0,0,3,2,meshanojas vontethekidd 128079128079128079128079128588 i got hicks lol
193,3,1,2,0,1,migsmichelen this new twitter is confusing the shit out of me go back to south america bitch
194,3,0,3,0,1,miikitox3 toto means ass or vaginai think pussy cause toto santi is like nasty pussy
195,3,0,3,0,1,mikelahenry but what if he actually does choose the ugly bitch over you 58381her ass must be fat
196,3,0,3,0,1,mileycyrus bitch couldnt kill my vibe if ya tried 127752127752127752 dis why i love miley 
197,3,0,3,0,1,montrell im tired of bitches saying i look mean 128530 nigga you big af wear tight shirts and grim everybody
198,6,0,0,6,2,motherjones 10 birds your grandkids may never see thanks to climate change httptcoxqmxhkaswt httptcorbitegrnhm climate
199,3,0,3,0,1,mvckfadden stay beautiful you bitch
200,3,0,3,0,1,"nickiminaj wutkinda

r purple ceeeleeeman this gurl was jus playin on the stupid hoe  track but in still shitted on sum gurls"
201,3,0,3,0,1,nastycopper money getting taller and bitches getting blurry
202,3,1,2,0,1,newsomejade i aint never seen a bitch so obsessed with they nigga128514 im obsessed with mine 128529
203,3,0,2,1,1,nicholasted33 kobe stay talking trash but lets not forget httptcovh4tnekvtp jaustin12 i meant to do this one smh
204,3,2,1,0,0,"nochillpaz at least im not a nigger httptcorgja7cfoit

lmfao"
205,3,0,3,0,1,nofakingg people always asking me what im mixed with she a bad asian bitch lol
206,3,2,1,0,0,notoriousbm95 whiteponyjr ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo
207,3,0,1,2,2,"osayitaintso 8220ignorealllaws fosters home for imaginary trash8221 whoa chill

that show was everything tf"
208,6,0,5,1,1,officialreplay i am lowkey tired if you tired be quiet and go to sleep hoe
209,3,0,3,0,1,prayingforhead 8220macklemroe stop bringing weird niggers into my mentions prayingforhead8221 httptcocussdjesrk
210,3,0,3,0,1,prettybossbrat we dont love these hoes 128080128581
211,3,0,3,0,1,patrickquelo if yo girl cant have homeboys you a ol weak bitch ass nigga
212,3,0,3,0,1,patsfanjoe32 dpalomino52 i think worst advice i gave you was  dont be a pussy and speed up lol
213,3,0,3,0,1,poemsporn quote this tweet with your favorite animalpussy
214,3,0,3,0,1,poeticsuccess i hate when strippers tell you theyre dancers hoe ballet dancers dont pop their pussy to beethoven you a stripper
215,3,0,3,0,1,"poffalicious andrewbryant poff has double vision after 2 beers
poff  double pussy 128526 smh"
216,3,0,3,0,1,"poobie when bitches twerk on the computer

me in ya 128089 in ya damn 128089825265039"
217,3,0,3,0,1,prodsjewel 8220sreadthepeace 8220yungmindless peacepunkprince prince this is art httptcoephrwxmbhr8221 nobody takin his bitch
218,3,0,1,2,2,quan1t0 61 of welfaregovernment aid is claimed by white people so yall black slander is trash now
219,3,0,3,0,1,quan1t0 these bitches dont care they just play that role
220,6,0,6,0,1,"queenkaaat it took a while for you to find me but i was hiding in the lime tree
iemonaids dis bitch in da wrong tree bro"
221,6,3,2,1,0,rtnba drakes new shoes that will be released by nikejordan yes theres glitter on the shoes httptcoqctplxhexm dudes a fag
222,3,0,1,2,2,rachiesoul dizzleofficial inna di ghetto you alone lmaoo
223,3,0,1,2,2,ramboutit 8220master11 20tolife ramboutit hoes austin8221 teach us austini teach u how to get curved thats all i know
224,3,1,2,0,1,reachtheeclimax bitches cant cook but know how to suck dick  so to the ones that can do both
225,3,0,3,0,1,renegademo fat hoes get chose lol
226,3,0,3,0,1,riahsm hoesaintloyal well theyre hoesno one expects them to be loyal
227,3,0,3,0,1,rishaawilliams treshonscrooge nevertrustt ol bitch ass httptcoamcoiny0wg
228,3,1,2,0,1,rnadjorell bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
229,3,0,3,0,1,sactownprodigy just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
230,3,0,3,0,1,"samjlayman  holy shit freddie highmore was in charlie and the chocolate factory
me rolls on the floor laughing"
231,3,1,2,0,1,samirahusic i dont want to have sex with my gf because i feel like im using her  anonymous whata faggot
232,3,0,3,0,1,sexualgxfs  one of your followers with this 128525128553 httptcof1tjl9xnct  somebody bitch if you dont
233,3,0,3,0,1,shaajenkins if ya bitch always bitching clearly she care or just an annoying bitch
234,3,0,3,0,1,shantaughther these catfish hoes thinkin they slick but niggas catching on 128524
235,3,0,3,0,1,shewenttojordan cant worry about a bitch that aint worried bout me real
236,3,0,3,0,1,showarrive side hoes are for insecure niggas that cant handle a real one
237,3,0,3,0,1,shunstokes 128514128514128514128514rt bluprint4 lmao this bitch come scooting in the tent like she about to fuck some shit up 128557128557128557
238,3,0,3,0,1,shunstokes my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers 128514
239,3,0,3,0,1,slimgirlprobz im hungry but ionn wanna spend my money on food128530broke hoe problems 128514128514128514128128
240,6,0,6,0,1,smeegbaby dese hoes be lyin to all of us nigga
241,3,0,3,0,1,snakecharmsdump httptco4b427dqzcv oh yeah fuck that bitch
242,3,0,1,2,2,sportscenter eli manning just threw his nflleading 27th interception of the season lmao trash
243,3,0,1,2,2,sportscenter usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team 187 httptcojoosdsubir hes a bitch
244,3,0,3,0,1,stellatex guess what i also have zero time for your mansplaining adios stfu pussy
245,3,0,1,2,2,stephenwildboy chilling 1280698482 httptcomik3ipnle6 sexy scally lad
246,3,0,3,0,1,strap i aint sharing no bitch if you mines you mines 128175
247,3,0,3,0,1,sukmysweetness money only impress the simple broke bitches
248,3,0,2,1,1,sylvieamx pisces will never be anybodys bitch they dont let people control or change them rigghhht
250,3,0,1,2,2,teejonez 16stanleys kingcuh tuku ho idk blah blah blah 128514128514128514
251,3,0,1,2,2,teejonez kingcuh 16stanleys im not mad cuh hahaha suure tuku ho ita 128514128514
252,3,0,3,0,1,tayknosbest these hoes is crazy
253,3,0,3,0,1,taylorrbabee you aint ever gonna be a slice bitch kevin hart 
254,3,0,3,0,1,thatniggatroy oomf so fuckin fine tho 128553 dam  her dont be no bitch
255,3,1,2,0,1,thegamerkingkev i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags
256,3,0,3,0,1,"thenewsat newsatquestions
yeah bitch yeah bitch call me 
a maybe
b steveo
c later
d jesse pinkman
machinegunkelly"
257,3,0,3,0,1,thenymphotweets hickies in between her thighs right by her pussy gtgtgt its only right
258,3,0,3,0,1,theonemissluu would you still love me when im no longer young and beautiful no ugly monkey ass
259,3,1,2,0,1,therealrickyb21 jetsandaswisher gook yall come through the frontbitch i aint coming
260,3,1,2,0,1,therealrickyb21 jetsandaswisher faggot bitch httptco2hyyabk4eh
261,3,0,3,0,1,therealistsam madrid2 yea im on my ipad i dont work this friday lets ball this faggot up tropicalblanketi work 25
262,3,0,1,2,2,theo17100 httptcobyj1hoyhmg this scally lad would get it
263,3,2,1,0,0,theomaxximus gerryshalloweenparty httptco3ycrsrnjhc halloween was yesterday stupid nigger
264,3,0,2,1,1,theomaxximus chrus still supahot tho walks up to teacher with test drops test in that bitch fohead httptconb5vgdssgi
265,3,0,3,0,1,thornton25 8220kantkeepahbytch i love eating pussy lol i never get full lol8221 i can eat that shit forever lol and ever
266,3,0,3,0,1,tmaccgfg 8220voiceofdstreetz tmaccgfg 8220tizzimarie no slushes 1285498221hoes nasty anyway fam1285648221them hoes taste like meds127815127815127868
267,3,0,2,1,1,tmaccgfg 8220tizzimarie no slushes 1285498221hoes nasty anyway fam128564
268,3,1,2,0,1,tmaccgfg bobby bitchby bobbyshmurdags9 be getting me live as fuck hell yea i play that hoe before my workout
269,3,0,3,0,1,trelekidd yo bitch is gucci mane rt jabarithegreat  my bitch a stoner 128175128175 httptcolt9lijjpg9128514128514128514128514128514128514
270,3,0,3,0,1,tweetgamelazy i can ride your bitch with no handle bars
271,3,0,3,0,1,tyjoncuffee and if you aint a hoe get up out my traphoussseeeee
272,3,0,0,3,2,uberfacts 15 sad tv character deaths were still bitter over httptcoulclfuf8nc httptco1rxyqoosm0ned stark was the man
273,3,0,3,0,1,unholyjack these harbor bitches are all party bus hoes lol all
274,3,0,3,0,1,vbomb20 woodchuck20 pussy love it
275,3,0,3,0,1,"veronikahumbert ultraviolence video its coming you little bitch mtvhottest lana del rey httptco533flbvwqh 

bitchy promo"
276,3,0,3,0,1,"vineforthebyrd on my way to fuck your bitch httpstco4lmtfnl2iy

lmfao kittycopter"
277,3,0,0,3,2,wbur a smuggler explains how he helped fighters along the jihadi highway httptcoux4anxeawd
278,3,0,3,0,1,wbeezy quathegreat aww their avis look so cute together 128145 httptco9lporcb8w0 128128128128128128 do i gotta get ike avi on this bitch 
279,3,0,3,0,1,wbeezy rundrc its simple dont be a hoedont worry about being exposed 128540 fight mewhy 
280,3,0,3,0,1,"wannabekanye whys this bitch boosting herself httptcouod2f5wtkv

her size isnt exactly the most healthy tho"
281,3,0,3,0,1,withaprettyface 1nonlykeisha bet not be no bitches 128514128080128299128299128298 128514128514 kim bye
283,3,0,3,0,1,xxpdotjdot damn near gotta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco
284,3,0,3,0,1,xojennygirl im making marack my girlfriend  marackaf aye b you pullin hoes just like o taught you
285,3,1,2,0,1,xoxoangiee bruno fag boy you love me
286,3,0,3,0,1,yehitsvon 8220rundrc i must be a bitch8221 you are 128514128514128514 sike naw this why we always beefing 128514
287,3,0,0,3,2,yankees down 61 yankees look to rally in the bottom of the 9th rallycap
288,3,0,3,0,1,youngricooo 8220wexicanafro702 dont take advantage of a nice person8221 hoes everyjuan
289,3,1,2,0,1,youngricooo happy birthday bitch nigga wexicanafro702 thanks pal
290,3,0,3,0,1,youngricooo sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday
291,3,0,3,0,1,yungmigo shanea1 cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
292,3,0,3,0,1,zoebarton3 h0rheyd ewww i said that last sundayas in the last sunday i was there read it again nigs128563128563128563128563128563
293,4,1,3,0,1,badabing i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake
294,3,0,3,0,1,beedontcare my pussy still fresh lt something stank girls say
295,4,0,4,0,1,geewillikers ass slapping is one the greatest things haha 128527 i slapped a girl on the ass  she got mad i aint get pussy for a week
296,3,0,3,0,1,tommycollins wearerichnow buffalobills yeah texans are so much better you fucking retard i see that youre mad about this
