Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
79,3,1,2,0,1,beenflynsolo ppl talk bad ghettohood kid grow nigga funnnnnnn
80,9,0,7,2,1,bestproadvic fact tattoostattoo httptcozwnbhpdz8 he pussi tattoo nippl
81,3,0,3,0,1,bill215 128175128175128175 rt nelayden bitch want act like nigga bad 128553128553128553 shit aint cuteeee nigga act like bitch
82,3,0,3,0,1,bitchjones92 get worship bitch httptcor37cejcj woof woof
83,3,1,2,0,1,blackchiquitita wow rt thatmanpalm im lost buttcheek pierc httptcoyn6guyouq6 yeah she hoe
84,3,0,3,0,1,blacknerdjad ok si shed rather broke bitch shrug shell tell work
85,3,2,1,0,0,blackman38tid whalelookyher howdydowdy11 queer gaywad
87,3,0,3,0,1,brokenpiecesmsc itsnotadam faggot read tweet dat k wasnt even funni lol
88,3,0,3,0,1,brosconfess bitch ungrat httptco06e77bgwbx fr lulwhor
89,3,0,3,0,1,cashandboobi kidnap yo bitch
90,3,3,0,0,0,cbbaby24 whitethunduh alsarabsss he beaner smh tell he mexican
91,3,1,2,0,1,ccobey aydanmccoy happi birthday nig thank yo
92,6,1,5,0,1,chlldhoodruin ur teacher tell u u homework httpstcorkk5vawij1 bitch need go
93,3,1,2,0,1,caelang15 22edham caelang15 nigga eat hoe lol hell yea lol john paul nigga said john paul httptcoosipbkpr9h
94,3,0,3,0,1,canifuckornah would yall lil ugli bald head bitch stop make makeup amp weav
95,3,1,2,0,1,carelessone92 leaf better win damn game go riot shit earlychristma better start loot nig
96,3,0,3,0,1,causewereguy go back school suck dick hoe attend
97,3,0,3,0,1,causewereguy way fuck yo bitch httptcoj906t5ze2r 9 year old
98,3,0,3,0,1,celeynichol whitethunduh come never bring food dont car retard
99,3,0,3,0,1,chadmfverbeck richnow doesnt show hella tinder hoe im friend anymor chill brought like like 8 propl
100,3,1,2,0,1,chandlerparson bout cowboy shutup pussi
101,3,0,3,0,1,clicquotsuav lmaooooooooooo nigga krillznuhcar httptcoaanpsujmyi ltbitch want like depress shitfoh
102,3,0,3,0,1,coleyce lilaerii girl know spit g shit amp go lbvsbitch plz
103,3,0,3,0,1,coleyce let make coupl tweet cuzzo page wont get twitter jaillmao bitch dont trick
104,3,0,2,1,1,comedypost harlem shake excus go full retard 30 second
105,3,0,3,0,1,comedytruth amen miley 128591 httptcop2kb2tfyxrokay dont need act like hoe bc she emot damag foh
106,3,0,3,0,1,corybandz one loyal femal wayyyyy better hoe idc 128175
107,3,0,3,0,1,crhedri pussi lick pussi meow meow stopwhitepeople2014 128049 httpstcokeegdcjs5k8221 128533
108,3,0,3,0,1,dbabholloway check 12th man cowboysn even faggot ny fan stand
109,3,0,3,0,1,dgotbrick happen vixen ent bitch got ran threw side like foothil bitch
110,3,0,3,0,1,daedavidavi whitethunduh im bitch okay nude pat 128554128527128056 wow
111,3,3,0,0,0,devilgrimz vigxrart your fuck gay blacklist hoe hold tehgodclan anyway httptcoxuccwoetmn
112,3,0,3,0,1,diamondloudkush fuck wrong bitch nobodi know
113,3,0,3,0,1,dietrich1892 yall shut upp make bitch
114,3,1,2,0,1,dionairish hate im pregnant type bitch
115,3,0,3,0,1,doyouq got bitch dm dont ever readem top 3
116,3,0,0,3,2,domworldpeac basebal season win yanke love start
117,3,0,3,0,1,dommoneek littl stupid bitch dont fuck yoooooouuuu
118,3,0,3,0,1,dreadheadari realli ask dead as seriou tho could say bitch wheet lol
119,3,0,0,3,2,dunderbail im earli bird im night owl im wise worm
120,3,0,1,2,2,edgarpixar overdos heavi drug doesnt sound bad tonight pussi shit everi day
121,3,0,0,3,2,elgrillo1 pit bull photograph love fairi tale creatur httptcoq0sm89oolh8221 fairi tale creatur
122,3,0,3,0,1,ferociousghost 1stnamebravo aw fag dont tweet aw lol
123,3,0,0,3,2,flokid88 long laker trash could careless that real cc benbal hahaha
124,3,0,3,0,1,frosstyy h0rheyd didnt say anyth tho kiss faggot
125,3,0,0,3,2,funnypicsdepot play soccer cheat girl wear khaki colour cargo haircut httptcozuai7qwbir 128514 yup
126,3,0,3,0,1,g27statu could go fat as bitch lap
127,3,0,3,0,1,gedmel 17 miss call 128544128545da yo po bitch twitter finna screamn freemoneymel
128,6,0,6,0,1,gtmal ya side bitch got ta know rule shitanybodi ask cousin jersey thinkin bout move lmmfao 128514128514128514128514
129,3,0,3,0,1,gagatom1 8220malefoot 3 amo lo pie httptco4qe1hdkk8i8221 fuck yeah
130,3,0,3,0,1,girlthatsvont hoe think meat wont slap as 128564128075 ainna bruh
131,3,0,3,0,1,girlthatsvont yall bitch wit edg talk 1285531285649995128514128514128514
132,3,0,3,0,1,girlthatsvont yall still go trick treat year nahhel yeah ima da sweet tooth bandit steal bitch bag n shit
133,3,0,3,0,1,girllssu wan na sex mom fuck right pussi came damn got hack like fuck
134,6,0,6,0,1,gizzyjones94 kiss u eye open watch bitchlmfao
135,3,0,3,0,1,goofstroop woulda coulda shoulda as hoe 128563128586
136,3,0,3,0,1,gottiltf happi bday bitch as nigga jetsandaswisherpreci bitch roll
137,3,0,3,0,1,hbmostdop 1jaye pipinho use send bitch
138,6,0,6,0,1,hbmostdop ugli bitch like im wcw duh bitch aint nobodi elses128514128514
139,3,1,2,0,1,halotgmg 1stnamebravo nigga know hacki sack hoe nah throw look pas lmao
141,3,1,2,0,1,heartlessfuck glad im get outta atlanta noth bunch nigga amp outta jail amp dumb bitch mad kid fuckin em
142,3,0,1,2,2,hermosaalma isnt ghettoit smart httpstcompazq3jswf im idc
143,3,0,2,1,1,hiimjorib would wife hoe cuz wouldnt care cheat forc relationship first place
144,3,0,3,0,1,hornyfact singl isnt excus hoe theonemissluu
145,3,1,2,0,1,hoskinsty96 white boy power bitch black power bitch
146,3,0,3,0,1,hudgens11 let get drunk get blow spit shit spark blunt amp fuck hoe bro white dude chill
147,3,0,3,0,1,iscoutgirl verballyabrupt bitch u around world back
148,3,0,3,0,1,itsyahboiray anelylov dont get dick suck yo parti bad bitch im fr gone set 128514128514128514128514 anelylov
149,3,0,2,1,1,itsyesi oomf soooo cute probabl hoe lot
150,3,0,3,0,1,jayten9 everi cartoon alway nuffsaid15 save hoe lmao httptco9ukd8wtz6x lmao damn captain saveaho
151,3,0,1,2,2,jreebo want get nose bad boi scalli chav sockfetish stink httptcofeqxgn0w6i hot sox leg
152,3,0,3,0,1,jamesynba wish bitch like brother keezi 128530 ooooow bet
153,6,0,6,0,1,jasminepor dress cat halloween basic pussi
154,4,0,4,0,1,jewelxo pornhub get game stream featur dumb bitch gtfo pornhub get katielt3
155,3,0,3,0,1,joebudden stop scare choke sex u bitch as nigga she8217ll like say guy hit woman bed foh
156,3,0,3,0,1,johnny55perez whitethunduh ha well iguess make hoe loyal bro theyll never loyal hoe nig
157,6,0,6,0,1,kazatta 1takehov oh man 5 molli ho fuck ya seed fix
158,3,0,3,0,1,kelsiebelsi your man refer everi girl bitch
159,3,0,3,0,1,keyshawnswag lmfao cat start beat shit nigga final got pussi nigga
160,3,0,1,2,2,keyshawnswag peel peel bring back rewind back im move shaq line ooooow tf said trash
161,3,0,2,1,1,kingcuh 16stanley io io alu record ho vine sai pe hahahaha lol anywaaaaaay haha
162,3,0,3,0,1,kinghendo95 vondreaam naw old tape new cover upcom mixtap kingofthehil yeah im wait hoe mayn
163,3,0,3,0,1,kingteej ol dirti foot as bitch funni
164,3,0,3,0,1,kingshawn6 whitethunduh that get yellow flag amaz 128079128524 hell yeah niggi
165,3,0,3,0,1,kissmysmile dont got time bitch actin iffi
166,3,0,0,3,2,knightfann ucfpinkparti come stay aliv knight nation still earli bird special comeatmeut
167,3,0,2,1,1,kyranadiya hoe aint loyal aint httptcoh1ubsvbkgl smfh amp wonder nobodi decent want
168,3,0,3,0,1,lcistj bruh stud keep think im soft hell ask ya girl mani time scream bitch oh okay stfu bye hoe
169,3,0,3,0,1,lodycash dri pussi bitch alway blame condom128514128079128514128079128514
170,3,0,3,0,1,lunarap shut yo bitch as httpstcoiemn1u0gm5 128557128514
171,3,0,3,0,1,laflaregodjosh gucci mane jail drop mixtap everi month hoe cant even text back
172,3,0,3,0,1,latrobemark love hoe money wat wrong nigga
173,6,0,6,0,1,lebronvuitton loyal bitch burb without daddi issu like find holograph mewtwo sound like lol
174,3,0,3,0,1,lilfridayho easi cum easi hoe that fact
175,3,0,3,0,1,lifeasbro charli sheen real httptcogggdk3kov7 major fuck respect charli sheen
176,3,0,3,0,1,lightskingawdd wish bae 128533 got hoe tho
177,3,0,3,0,1,lilmike12 fuck twerk bitch cook
178,3,0,3,0,1,linniekravitz wesgodlaflar bitch wtf httptcodasmycxodb
179,3,1,2,0,1,lipethegreat 8220h0rheyd lipethegreat shut zoe fight pussy8221 zoe im good man good maam move along
180,3,0,3,0,1,lolaaisdop lmao fuck snake bitch em
181,3,0,3,0,1,loveableaizah big booti hoe everywher sheesh 128525 damn 127807128064127807
182,3,0,0,3,2,mlbnetwork stay tune mlbnetwork updat report yanke 1b teixeiramark25 810 week dliming35 bum
183,3,0,0,3,2,mrad 8220dezdlt play soccer cheat girl wear khaki colour cargo haircut httptcotycihd6pkw8221 ye lmfaosoccerboy04
184,3,0,3,0,1,madflyentist oregon choke everi year get field trash as program rft
185,3,0,3,0,1,mannydiesel def cowboy lol rt artoffloyd terrel owen best eagl amp cowboy ever dude cri like bitch tv romo
186,3,3,0,0,0,markroundtreejr lmfaoooo hate black peopl httpstcornvd2nlcdr there black peopl nigger
187,3,0,3,0,1,master11 20tolif gabrielastarr could u bitch potent
188,3,0,1,2,2,maxmayo77 httptco3jk4kr44x3 piss lad past would lick dirti sole slept
189,3,0,1,2,2,maxmayo77 httptcoprrskknqrv love frat boy w soft long sole
190,3,0,1,2,2,maxmayo77 httptcoxpsc3makgj sexi lad hot sole arch
191,3,0,3,0,1,megamindnick whitethunduh nah fam got ta cheat hoe depend femal feel
192,3,0,0,3,2,meshanoja vontethekidd 128079128079128079128079128588 got hick lol
193,3,1,2,0,1,migsmichelen new twitter confus shit go back south america bitch
194,3,0,3,0,1,miikitox3 toto mean as vaginai think pussi caus toto santi like nasti pussi
195,3,0,3,0,1,mikelahenri actual choos ugli bitch 58381her as must fat
196,3,0,3,0,1,mileycyru bitch couldnt kill vibe ya tri 127752127752127752 di love miley
197,3,0,3,0,1,montrel im tire bitch say look mean 128530 nigga big af wear tight shirt grim everybodi
198,6,0,0,6,2,motherjon 10 bird grandkid may never see thank climat chang httptcoxqmxhkaswt httptcorbitegrnhm climat
199,3,0,3,0,1,mvckfadden stay beauti bitch
200,3,0,3,0,1,nickiminaj wutkinda r purpl ceeeleeeman gurl ju playin stupid hoe track still shit sum gurl
201,3,0,3,0,1,nastycopp money get taller bitch get blurri
202,3,1,2,0,1,newsomejad aint never seen bitch ob nigga128514 im ob mine 128529
203,3,0,2,1,1,nicholasted33 kobe stay talk trash let forget httptcovh4tnekvtp jaustin12 meant one smh
204,3,2,1,0,0,nochillpaz least im nigger httptcorgja7cfoit lmfao
205,3,0,3,0,1,nofakingg peopl alway ask im mix bad asian bitch lol
206,3,2,1,0,0,notoriousbm95 whiteponyjr ariza snake coward least isnt crippl like hero roach lmaoo
207,3,0,1,2,2,osayitaintso 8220ignorealllaw foster home imaginari trash8221 whoa chill show everyth tf
208,6,0,5,1,1,officialreplay lowkey tire tire quiet go sleep hoe
209,3,0,3,0,1,prayingforhead 8220macklemro stop bring weird nigger mention prayingforhead8221 httptcocussdjesrk
210,3,0,3,0,1,prettybossbrat dont love hoe 128080128581
211,3,0,3,0,1,patrickquelo yo girl cant homeboy ol weak bitch as nigga
212,3,0,3,0,1,patsfanjoe32 dpalomino52 think worst advic gave dont pussi speed lol
213,3,0,3,0,1,poemsporn quot tweet favorit animalpussi
214,3,0,3,0,1,poeticsuccess hate stripper tell theyr dancer hoe ballet dancer dont pop pussi beethoven stripper
215,3,0,3,0,1,poffalici andrewbry poff doubl vision 2 beer poff doubl pussi 128526 smh
216,3,0,3,0,1,poobi bitch twerk comput ya 128089 ya damn 128089825265039
217,3,0,3,0,1,prodsjewel 8220sreadthepeac 8220yungmindless peacepunkprinc princ art httptcoephrwxmbhr8221 nobodi takin bitch
218,3,0,1,2,2,quan1t0 61 welfaregovern aid claim white peopl yall black slander trash
219,3,0,3,0,1,quan1t0 bitch dont care play role
220,6,0,6,0,1,queenkaaat took find hide lime tree iemonaid di bitch da wrong tree bro
221,6,3,2,1,0,rtnba drake new shoe releas nikejordan ye there glitter shoe httptcoqctplxhexm dude fag
222,3,0,1,2,2,rachiesoul dizzleoffici inna di ghetto alon lmaoo
223,3,0,1,2,2,ramboutit 8220master11 20tolif ramboutit hoe austin8221 teach u austini teach u get curv that know
224,3,1,2,0,1,reachtheeclimax bitch cant cook know suck dick one
225,3,0,3,0,1,renegademo fat hoe get chose lol
226,3,0,3,0,1,riahsm hoesaintloy well theyr hoesno one expect loyal
227,3,0,3,0,1,rishaawilliam treshonscroog nevertrustt ol bitch as httptcoamcoiny0wg
228,3,1,2,0,1,rnadjorel bruh im tire nigga retweetin miley cyru nake bitch aint type bad lmaooo
229,3,0,3,0,1,sactownprodigi toni romo mav game dont mean still bitch lmao fuk cowgirl lol bitch fuck
230,3,0,3,0,1,samjlayman holi shit freddi highmor charli chocol factori roll floor laugh
231,3,1,2,0,1,samirahus dont want sex gf feel like im use anonym whata faggot
232,3,0,3,0,1,sexualgxf one follow 128525128553 httptcof1tjl9xnct somebodi bitch dont
233,3,0,3,0,1,shaajenkin ya bitch alway bitch clearli care annoy bitch
234,3,0,3,0,1,shantaughth catfish hoe thinkin slick nigga catch 128524
235,3,0,3,0,1,shewenttojordan cant worri bitch aint worri bout real
236,3,0,3,0,1,showarr side hoe insecur nigga cant handl real one
237,3,0,3,0,1,shunstok 128514128514128514128514rt bluprint4 lmao bitch come scoot tent like fuck shit 128557128557128557
238,3,0,3,0,1,shunstok cousin said share hoe brother said share care love brother 128514
239,3,0,3,0,1,slimgirlprobz im hungri ionn wan na spend money food128530brok hoe problem 128514128514128514128128
240,6,0,6,0,1,smeegbabi dese hoe lyin u nigga
241,3,0,3,0,1,snakecharmsdump httptco4b427dqzcv oh yeah fuck bitch
242,3,0,1,2,2,sportscent eli man threw nfllead 27th intercept season lmao trash
243,3,0,1,2,2,sportscent usc senior rb anthoni brown call head coach steve sarkisian racist quit team 187 httptcojoosdsubir he bitch
244,3,0,3,0,1,stellatex guess also zero time mansplain adio stfu pussi
245,3,0,1,2,2,stephenwildboy chill 1280698482 httptcomik3ipnle6 sexi scalli lad
246,3,0,3,0,1,strap aint share bitch mine mine 128175
247,3,0,3,0,1,sukmysweet money impress simpl broke bitch
248,3,0,2,1,1,sylvieamx pisc never anybodi bitch dont let peopl control chang rigghhht
250,3,0,1,2,2,teejonez 16stanley kingcuh tuku ho idk blah blah blah 128514128514128514
251,3,0,1,2,2,teejonez kingcuh 16stanley im mad cuh hahaha suur tuku ho ita 128514128514
252,3,0,3,0,1,tayknosbest hoe crazi
253,3,0,3,0,1,taylorrbabe aint ever gon na slice bitch kevin hart
254,3,0,3,0,1,thatniggatroy oomf fuckin fine tho 128553 dam dont bitch
255,3,1,2,0,1,thegamerkingkev wonder girl gave head 24 boy drink magaluf twitter probli send nude fag
256,3,0,3,0,1,thenewsat newsatquest yeah bitch yeah bitch call mayb b steveo c later jess pinkman machinegunkelli
257,3,0,3,0,1,thenymphotweet hicki thigh right pussi gtgtgt right
258,3,0,3,0,1,theonemissluu would still love im longer young beauti ugli monkey as
259,3,1,2,0,1,therealrickyb21 jetsandaswish gook yall come frontbitch aint come
260,3,1,2,0,1,therealrickyb21 jetsandaswish faggot bitch httptco2hyyabk4eh
261,3,0,3,0,1,therealistsam madrid2 yea im ipad dont work friday let ball faggot tropicalblanketi work 25
262,3,0,1,2,2,theo17100 httptcobyj1hoyhmg scalli lad would get
263,3,2,1,0,0,theomaxximu gerryshalloweenparti httptco3ycrsrnjhc halloween yesterday stupid nigger
264,3,0,2,1,1,theomaxximu chru still supahot tho walk teacher test drop test bitch fohead httptconb5vgdssgi
265,3,0,3,0,1,thornton25 8220kantkeepahbytch love eat pussi lol never get full lol8221 eat shit forev lol ever
266,3,0,3,0,1,tmaccgfg 8220voiceofdstreetz tmaccgfg 8220tizzimari slush 1285498221hoe nasti anyway fam1285648221them hoe tast like meds127815127815127868
267,3,0,2,1,1,tmaccgfg 8220tizzimari slush 1285498221hoe nasti anyway fam128564
268,3,1,2,0,1,tmaccgfg bobbi bitchbi bobbyshmurdags9 get live fuck hell yea play hoe workout
269,3,0,3,0,1,trelekidd yo bitch gucci mane rt jabarithegreat bitch stoner 128175128175 httptcolt9lijjpg9128514128514128514128514128514128514
270,3,0,3,0,1,tweetgamelazi ride bitch handl bar
271,3,0,3,0,1,tyjoncuffe aint hoe get traphoussseeee
272,3,0,0,3,2,uberfact 15 sad tv charact death still bitter httptcoulclfuf8nc httptco1rxyqoosm0n stark man
273,3,0,3,0,1,unholyjack harbor bitch parti bu hoe lol
274,3,0,3,0,1,vbomb20 woodchuck20 pussi love
275,3,0,3,0,1,veronikahumbert ultraviol video come littl bitch mtvhottest lana del rey httptco533flbvwqh bitchi promo
276,3,0,3,0,1,vineforthebyrd way fuck bitch httpstco4lmtfnl2iy lmfao kittycopt
277,3,0,0,3,2,wbur smuggler explain help fighter along jihadi highway httptcoux4anxeawd
278,3,0,3,0,1,wbeezi quathegreat aww avi look cute togeth 128145 httptco9lporcb8w0 128128128128128128 got ta get ike avi bitch
279,3,0,3,0,1,wbeezi rundrc simpl dont hoedont worri expo 128540 fight mewhi
280,3,0,3,0,1,wannabekany whi bitch boost httptcouod2f5wtkv size isnt exactli healthi tho
281,3,0,3,0,1,withaprettyfac 1nonlykeisha bet bitch 128514128080128299128299128298 128514128514 kim bye
283,3,0,3,0,1,xxpdotjdot damn near got ta protect tweet stalker annoy got dope dick drive bitch loco
284,3,0,3,0,1,xojennygirl im make marack girlfriend marackaf aye b pullin hoe like taught
285,3,1,2,0,1,xoxoangie bruno fag boy love
286,3,0,3,0,1,yehitsvon 8220rundrc must bitch8221 128514128514128514 sike naw alway beef 128514
287,3,0,0,3,2,yanke 61 yanke look ralli bottom 9th rallycap
288,3,0,3,0,1,youngricooo 8220wexicanafro702 dont take advantag nice person8221 hoe everyjuan
289,3,1,2,0,1,youngricooo happi birthday bitch nigga wexicanafro702 thank pal
290,3,0,3,0,1,youngricooo sad know hoe wont fuck bc aint got stack wait till friday
291,3,0,3,0,1,yungmigo shanea1 cinco shit harder fucc niggaye fucc wit rich homi cuz dat ya homeboy fucc nicca
292,3,0,3,0,1,zoebarton3 h0rheyd ewww said last sundaya last sunday read nigs128563128563128563128563128563
293,4,1,3,0,1,badab punch real nigga face caus pussi nigga gon na punch right back strong mush shake
294,3,0,3,0,1,beedontcar pussi still fresh lt someth stank girl say
295,4,0,4,0,1,geewillik as slap one greatest thing haha 128527 slap girl as got mad aint get pussi week
296,3,0,3,0,1,tommycollin wearerichnow buffalobil yeah texan much better fuck retard see your mad
297,3,1,2,0,1,malibubarbi nd wtf dark bitch blond plea sever seat hoe look like blackampmild
298,4,0,4,0,1,sugga there lane bitch need stay 128526 left n get right fuck outta face 128557128129128536
299,3,0,3,0,1,sneakyb hate boy deni bitch 128080128553 smh
300,3,1,2,0,1,taradis ya nig still say yall dont eat butt straight face
301,3,0,3,0,1,yourewelcom im bos as bitch need sit corner
302,3,0,3,0,1,iwantfranni he hoe cant
304,3,0,3,0,1,prettyflvck0 paul thinkin bout gettin rental da weekend 128665128168128168oooh shit bitch betta stay da street
305,6,0,6,0,1,rapdream bitch hold nigga get lock nigga go colleg militari differ stori 128564
306,3,1,2,0,1,simplycaitlin friend hate ratchet hoe
307,3,1,2,0,1,adriwadrri love fuck nigga hoe
308,3,0,3,0,1,airmaxlad1 hot meat httptcobrz8imk5vk sexi fuck scalli lad would love meet trainer
309,3,0,3,0,1,airmaxlad1 sniff httptcofhhbbrmybn perv scalli lad fuck yeah
310,3,0,3,0,1,alejandrap13 bitch love sosa
311,4,0,3,1,1,alexissixela 8220whitethunduh legit watch 30 40 second 1285298221so wtf prob caus retard smh
312,3,0,3,0,1,allisonnamaya name cat idea mr pussi
313,3,0,2,1,1,altosteel115 httptcotm28mh5xg2 woof woof sexi thug boy scalli
314,3,0,3,0,1,ambitiousbre 1nonlykeisha u see damn phone ring 128547128530128542 marri bitch make demand havent call
315,3,0,3,0,1,analicialouis tevin favorit sophomor think he funni he realli lmaoo he littl hoe
316,3,0,3,0,1,angelenagoley 10 sex posit httptcont3pabmwsm httptcojmhz8sczf0naw u call fuck soul outta bitch 128557
317,3,2,1,0,0,ashlingwild itsnotadam bore suppos cute faggot sometim
318,3,0,0,3,2,ayyeecee one man trash 128686 anoth man treasur 127942
319,3,0,3,0,1,babineaux dont got type bad bitch thing like iongotnotyp
320,3,2,1,0,0,bigbootybishopp whitethunduh lassen cc coach want feel youll get nig doubt
321,3,0,3,0,1,bleedingtrap god teeth gold chain white bitch cocain
322,3,1,2,0,1,cheetahbluntz hoe hoe128129 shhhhh
323,3,0,3,0,1,chieflottaho dc call roller chiraq call thot across america known hoe
324,3,0,3,0,1,claytonjenn99 im gon na miss bitch bu driverno wont dont lie
325,3,0,3,0,1,coltforty2gon hate bitch tri put friendzon bitch im tryin score put endzon 128293128293128293 soul
326,3,0,1,2,2,complexuk ashley young tri deni bird land mouth gt httptcomlr5ewgonk httpstcoavchfj7rem hahaha
327,3,0,3,0,1,datfullerkid trevaughnlg yall gimp aint tht bitch huh lol
328,3,0,1,2,2,deepthroatmik boyssouth take ride 128525128139 httptcoh5matjyfgaredneck woof woof
329,3,1,2,0,1,demieggleton oh god love victoria mitchel bitch love
330,3,0,3,0,1,djsliim long distanc shit wack knew bitch cheat uh oh
331,3,0,3,0,1,fiirt he right 128525128120128158 httptcojzkkivuvjc bitch smh
332,3,0,3,0,1,fatboyswagg347 ban dat pussi life amp got ta pay 25 millon dollar fine
333,3,1,2,0,1,fuckcamoclark rose red violet blue nigger black know that true dylan72892
334,3,0,0,3,2,g0rillaz0 sit window sill window open bird tri fli smack protecttheanim peta
335,3,0,3,0,1,glowstruck nigga gon nigga nigga sound fuckin retard
