Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
58,3,0,3,0,1,Son of a bitch took my Tic Tacs I like this movie
59,3,0,3,0,1,All I wanna do is get money and fuck model bitches Russell Simmons
60,3,0,2,1,1,I probably wouldnt mind school as much if we didnt have to deal with bitch ass teachers Retweet
61,3,0,3,0,1,Im a fucking fag they said
62,3,0,3,0,1,Females think dating a pussy is cute now how does doing this stuff make him a pussy
63,3,0,0,3,2,SimplyAddictedToGuys woof woof hot scally lad
64,3,0,3,0,1,Have ya ever asked your bitch for other bitches kanye voice Yes
65,3,0,3,0,1,How u gone bring ur side bitch to a game where You know Ya gf friends at I SWEAR
66,3,0,1,2,2,woof woof and hot soles
67,3,0,1,2,2,Lemmie eat a Oreo amp do these dishes One oreo Lol
68,3,0,3,0,1,bitch fuck u maybe youll get better Just
69,3,1,2,0,1,Fuck Red Malone man bitch ass niggah could you please use complete sentences
70,3,0,0,3,2,Why the eggplant emoji doey he say she looked like scream lmao
71,3,0,3,0,1,Hennessey Venom GT thats one sexy bitch
72,3,0,3,0,1,Him seh me pussy wetter then a shower curtainahmesehwetnessltlmao
73,3,0,3,0,1,Eaglesnation and every Eagles need to see that pic I just posted because that bitch just said the most racist shit
74,3,1,2,0,1,Yo fuck skateboarding all yall some wood pushing faggots man ball is life
75,3,0,1,2,2,baby monkey bathtime A This is soooo ADORABLE
76,3,0,3,0,1,I aint shit Damn Skippy lol
77,3,1,2,0,1,u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyNo bs must b gtchance
78,3,0,3,0,1,rings mvps bitches lol
79,3,1,2,0,1,ppl talk bad about the ghettohood but as a kid growing up a nigga had funnnnnnn
80,9,0,7,2,1,The facts on tattoostattoo hes a pussy with not tattooing them nipples
81,3,0,3,0,1,RT Bitches be wanting to act like niggas so bad that shit aint cuteeeee but niggas act like bitches
82,3,0,3,0,1,Get worshiping bitch woof woof
83,3,1,2,0,1,Wow RT Im lost Are those buttcheek piercings yeah shes a hoe
84,3,0,3,0,1,Ok sis Shed rather be a broke bitch shrugs shell have to tell me how it works for her
85,3,2,1,0,0,queer gaywad
87,3,0,3,0,1,faggot read my tweets after dat k it wasnt even funny lol
88,3,0,3,0,1,This bitch was so ungrateful fr LULWHORE
89,3,0,3,0,1,I been kidnapped yo bitch
90,3,3,0,0,0,alsarabsss hes a beaner smh you can tell hes a mexican
91,3,1,2,0,1,happy birthday nigs Thanks yo
92,6,1,5,0,1,when ur teacher tells u that u have homework this bitch need to go
93,3,1,2,0,1,that nigga was eating that hoe lol Hell Yea lol john Paul nigga said john paul
94,3,0,3,0,1,What would yall lil ugly bald headed bitches do if they stop making makeup amp weave
95,3,1,2,0,1,Leafs better win this damn game so I can go riot and shit EarlyChristmas you better start looting my nig
96,3,0,3,0,1,Going back to school sucks more dick than the hoes who attend it
97,3,0,3,0,1,On my way to fuck yo bitch me as a year old
98,3,0,3,0,1,how come you never bring me food i dont have a car retard
99,3,0,3,0,1,If Richnow doesnt show up with hella tinder hoes Im not his friend anymore chill I brought like like prople
100,3,1,2,0,1,How bout them Cowboys Shutup pussy
101,3,0,3,0,1,LMAOOOOOOOOOOO this nigga ltbitch want likes for some depressing shitfoh
102,3,0,3,0,1,girl you know I was spitting that G shit to you amp you was going lbvsbitch plz
103,3,0,3,0,1,Let me make a couple tweets off cuzzo page so I wont get in twitter jaillmao bitch dont trick me again
104,3,0,2,1,1,Harlem shake is just an excuse to go full retard for seconds
105,3,0,3,0,1,amen miley but she dont need to act like a hoe just bc shes emotionally damaged foh
106,3,0,3,0,1,having one loyal female is wayyyyy better than having hoes idc
107,3,0,3,0,1,Pussy licking pussy meow meow StopWhitePeople
108,3,0,3,0,1,Check out our th man CowboysNation even with all those faggot ny fans in the stands
109,3,0,3,0,1,What happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
110,3,0,3,0,1,im the bitch okay nudes pat wow
111,3,3,0,0,0,youre fucking gay blacklisted hoe Holding out for TehGodClan anyway
112,3,0,3,0,1,The fuck be wrong with these bitches Nobody knows
113,3,0,3,0,1,Yall shut upp make me bitch
114,3,1,2,0,1,I hate a Im pregnant type of bitch
115,3,0,3,0,1,Got bitches in the DM but I dont ever readem which is y your top
116,3,0,0,3,2,Baseball season for the win Yankees This is where the love started
117,3,0,3,0,1,Little stupid as bitch I dont fuck with yoooooouuuu
118,3,0,3,0,1,she really asked me that dead ass serious tho all i could say was bitch wheet LOL
119,3,0,0,3,2,Im an early bird and Im a night owl so Im wise and have worms
120,3,0,1,2,2,Overdosing on heavy drugs doesnt sound bad tonight I do that pussy shit every day
121,3,0,0,3,2,Pit Bulls Photographed As Lovely Fairy Tale Creatures They are fairy tale creatures
122,3,0,3,0,1,Aw fag dont tweet aw to me lol
123,3,0,0,3,2,As long as the Lakers trash from now on I could careless And thats real CC hahaha
124,3,0,3,0,1,I didnt say anything tho kiss me then faggot
125,3,0,0,3,2,this the I play soccer cheat on girls and wear khaki coloured cargos haircut yup
126,3,0,3,0,1,I could go for a fat ass bitch on my lap same
127,3,0,3,0,1,missed calls Das yo PO bitch twitter finna be screamn FreeMoneyMelle
128,6,0,6,0,1,Ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao
129,3,0,3,0,1,Amo los pies fuck yeah
130,3,0,3,0,1,These hoes be thinking Meat wont slap they ass ainna bruh
131,3,0,3,0,1,Yall bitches wit no edges be doing the most talking
132,3,0,3,0,1,Yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit
133,3,0,3,0,1,I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck
134,6,0,6,0,1,If she kiss u with her eyes open watch that bitchlmfao
135,3,0,3,0,1,You a woulda coulda shoulda ass hoe
136,3,0,3,0,1,Happy Bday Bitch Ass Nigga preciate that bitch roll up
137,3,0,3,0,1,used to send that bitch up
138,6,0,6,0,1,Ugly bitches be like Im my own WCW duh bitch you aint nobody elses
139,3,1,2,0,1,nigga you know we hacky sack hoes nah I throw no look passes lmao
141,3,1,2,0,1,Glad Im getting outta Atlanta Nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
142,3,0,1,2,2,This isnt ghettoits smart Im doing this idc
143,3,0,2,1,1,I would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place
144,3,0,3,0,1,Being single isnt an excuse to be a hoe
145,3,1,2,0,1,White boy power bitch black power bitch
146,3,0,3,0,1,Lets get drunk get blowed spit shit spark blunts amp fuck hoes Bro white dudes have no chill
147,3,0,3,0,1,bitch where u been Around the world and back Where you been
148,3,0,3,0,1,if I dont get my dick sucked at yo party by a bad bitch Im fr gone set it off by
149,3,0,2,1,1,oomf is soooo cute But he probably has hoes on him a lot
150,3,0,3,0,1,In every cartoon theirs alway a saving these hoes lmao lmao damn captain SaveAHoe
151,3,0,1,2,2,Who wants to get there nose in these bad bois then scally chav sockfetish stinking hot sox and legs
152,3,0,3,0,1,I wish I was a bitch like my brother keezy ooooow I bet you do
153,6,0,6,0,1,If you dressed up as a cat for Halloween you are basic or a pussy
154,4,0,4,0,1,Can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it Katielt
155,3,0,3,0,1,stop being scared to choke her during sex u bitch ass niggas Shell like it Says the guy who hits women out of bed FOH
156,3,0,3,0,1,ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig
157,6,0,6,0,1,Oh man its am you off a molly ho where the fuck ya seed at fixed
158,3,0,3,0,1,Youre not a man if you refer to every girl as a bitch
159,3,0,3,0,1,Lmfao this cat started beating the shit out of me my nigga finally got some pussy MY NIGGA
160,3,0,1,2,2,Peel up peel up bring it back up rewind back where Im from they move Shaq from the line ooooow who tf said that trash
161,3,0,2,1,1,io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
162,3,0,3,0,1,naw its my old tape new cover my upcoming mixtape is KingOfTheHill Yeah Im waiting on that hoe Mayne
163,3,0,3,0,1,Ol dirty foot ass bitches this was too funny to me
164,3,0,3,0,1,thats where I get my yellow flags for being amazing HELL YEAH NIGGY
165,3,0,3,0,1,Dont got time for bitches to be actin iffy
166,3,0,0,3,2,UCFPINKPARTY come on stay alive knights nation This is still the early bird special ComeAtMeUT
167,3,0,2,1,1,These hoes aint loyal no they aint Smfh amp wonder why nobody decent wants them
168,3,0,3,0,1,Bruh you studs keep thinking Im soft as hell Ask ya girl how many times she screamed she was my bitch Oh okay STFU BYE HOE
169,3,0,3,0,1,dry pussy bitches always blame it on the condom
170,3,0,3,0,1,shut yo bitch ass up
171,3,0,3,0,1,Gucci Mane in jail and dropping mixtapes every month and you hoes cant even text back
172,3,0,3,0,1,You love these hoes more then money wats wrong these niggas
173,6,0,6,0,1,A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo sounding like me over there lol
174,3,0,3,0,1,Easy cum easy hoe Thats a fact
175,3,0,3,0,1,Charlie Sheen is too real major fucking respect for Charlie Sheen
176,3,0,3,0,1,Wish I had a bae You got all the hoes tho
177,3,0,3,0,1,Fuck twerking bitch can you cook
178,3,0,3,0,1,bitch wtf
179,3,1,2,0,1,Shut up zoe fight me pussy for zoe Im good man You are good maam Move along now
180,3,0,3,0,1,Lmao fucking snake bitches em
181,3,0,3,0,1,Big booty hoes everywhere sheesh damn
182,3,0,0,3,2,Stay tuned to for an update on the report that B will be out weeks bum
183,3,0,0,3,2,I play soccer cheat on girls and wear khaki coloured cargos haircut yes lmfao
184,3,0,3,0,1,Oregon chokes every year get off the field trash ass program RFT
185,3,0,3,0,1,Def not cowboy lol RT Terrell Owens was the best Eagle amp Cowboy ever dude cried like a bitch on tv over Romo
186,3,3,0,0,0,LMFAOOOO I HATE BLACK PEOPLE This is why theres black people and niggers
187,3,0,3,0,1,How could u do this to me bitch potent
188,3,0,1,2,2,a pissed lad past out I would lick his dirty soles while he slept
189,3,0,1,2,2,love frat boy w soft long soles
190,3,0,1,2,2,sexy lad with hot soles and arches
191,3,0,3,0,1,nah fam I gotta cheat with the hoes depends on the female i feel
192,3,0,0,3,2,I got hicks lol
193,3,1,2,0,1,This new twitter is confusing the shit out of me Go back to south america bitch
194,3,0,3,0,1,Toto means ass or vaginaI think pussy cause toto santi is like nasty pussy
195,3,0,3,0,1,but what if he actually does choose the ugly bitch over you Her ass must be fat
196,3,0,3,0,1,bitch couldnt kill my vibe if ya tried dis why i love miley
197,3,0,3,0,1,Im tired of bitches saying I look mean nigga you big af wear tight shirts and grim everybody
198,6,0,0,6,2,birds your grandkids may never see thanks to climate change Climate
199,3,0,3,0,1,Stay beautiful you bitch
200,3,0,3,0,1,WutKinda r purple Ceeeleeeman this gurl was jus playin on the stupid hoe track But in still shitted on sum gurls
201,3,0,3,0,1,Money getting taller and bitches getting blurry
202,3,1,2,0,1,I aint never seen a bitch so obsessed with they nigga Im obsessed with mine
203,3,0,2,1,1,Kobe stay talking trash But lets not forget I meant to do this one Smh
204,3,2,1,0,0,At least Im not a nigger Lmfao
205,3,0,3,0,1,People always asking me what Im mixed with She a bad asian bitch lol
206,3,2,1,0,0,Ariza is a snake and a coward but at least he isnt a cripple like your hero Roach lmaoo
207,3,0,1,2,2,Fosters home for imaginary trash WHOA CHILL that show was everything tf
208,6,0,5,1,1,I am lowkey tired if you tired be quiet and go to sleep hoe
209,3,0,3,0,1,Stop bringing weird niggers into my mentions
210,3,0,3,0,1,We dont love these hoes
211,3,0,3,0,1,If yo girl cant have homeboys you a ol weak bitch ass nigga
212,3,0,3,0,1,I think worst advice I gave you was dont be a pussy and speed up lol
213,3,0,3,0,1,Quote this tweet with your favorite animalpussy
214,3,0,3,0,1,I hate when strippers tell you theyre dancers Hoe ballet dancers dont pop their pussy to Beethoven You a STRIPPER
215,3,0,3,0,1,Andrewbryant Poff has double vision after beers Poff Double pussy smh
216,3,0,3,0,1,When bitches TWERK on the computer ME In ya in ya damn
217,3,0,3,0,1,Prince THIS is art nobody takin his bitch
218,3,0,1,2,2,of welfaregovernment aid is claimed by white people So yall black slander is trash now
219,3,0,3,0,1,These bitches dont care they just play that role
220,6,0,6,0,1,It took a while for you to find me but I was hiding In the lime tree dis bitch in da wrong tree bro
221,6,3,2,1,0,Drakes new shoes that will be released by NikeJordan Yes theres glitter on the shoes dudes a fag
222,3,0,1,2,2,inna di ghetto You alone lmaoo
223,3,0,1,2,2,hoes Austin teach us AustinI teach u how to get curved Thats all I know
224,3,1,2,0,1,bitches cant cook but know how to suck dick so to the ones that can do both
225,3,0,3,0,1,Fat hoes get chose lol
226,3,0,3,0,1,hoesaintloyal well theyre hoesno one expects them to be loyal
227,3,0,3,0,1,ol bitch ass
228,3,1,2,0,1,Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo
229,3,0,3,0,1,Just because tony romo at the mavs game dont mean he still not a bitch lmao Fuk them cowgirls lol bitch fuck you
230,3,0,3,0,1,Holy shit Freddie Highmore was in Charlie and the Chocolate Factory Me rolls on the floor laughing
231,3,1,2,0,1,I dont want to have sex with my gf because I feel like Im using her anonymous Whata faggot
232,3,0,3,0,1,One of your followers with this somebody bitch if you dont
233,3,0,3,0,1,If ya bitch always bitching clearly she care Or just an annoying Bitch
234,3,0,3,0,1,These catfish hoes thinkin they slick But niggas catching on
235,3,0,3,0,1,Cant worry about a bitch that aint worried bout me real
236,3,0,3,0,1,Side hoes are for insecure niggas that cant handle a real one
237,3,0,3,0,1,RT Lmao This bitch come scooting in the tent like she about to fuck some shit up
238,3,0,3,0,1,My cousin said he share hoes with his brothers He said sharing is caring and he love his brothers
239,3,0,3,0,1,im hungry but ionn wanna spend my money on foodBroke hoe problems
240,6,0,6,0,1,Dese hoes be LYIN to all of us nigga
241,3,0,3,0,1,oh yeah fuck that bitch
242,3,0,1,2,2,Eli Manning just threw his NFLleading th interception of the season Lmao trash
243,3,0,1,2,2,USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team hes a bitch
244,3,0,3,0,1,Guess what I also have zero time for your mansplaining Adios Stfu pussy
245,3,0,1,2,2,Chilling sexy scally lad
246,3,0,3,0,1,I aint sharing no bitch if you mines you mines
247,3,0,3,0,1,money only impress the simple broke bitches
248,3,0,2,1,1,Pisces will never be anybodys bitch they dont let people control or change them Rigghhht
250,3,0,1,2,2,tuku ho idk blah blah blah
251,3,0,1,2,2,Im not mad cuh hahaha suure tuku ho ita
252,3,0,3,0,1,These hoes is crazy
253,3,0,3,0,1,You aint ever gonna be a slice bitch Kevin hart
254,3,0,3,0,1,Oomf so fuckin fine tho dam her dont be no bitch
255,3,1,2,0,1,I wonder if the girl that gave head to boys for a drink in magaluf has twitter she probly sends nudes for fags
256,3,0,3,0,1,NewSATQuestions Yeah bitch yeah bitch call me a Maybe b SteveO c Later d Jesse Pinkman
257,3,0,3,0,1,Hickies in between her thighs right by her pussy gtgtgt Its only right
258,3,0,3,0,1,Would you still love me when Im no longer young and beautiful No Ugly monkey ass
259,3,1,2,0,1,yall come through the frontbitch I aint coming
260,3,1,2,0,1,faggot bitch
261,3,0,3,0,1,yea Im on my iPad I dont work this Friday Lets ball this faggot up i work
262,3,0,1,2,2,this scally lad would get it
263,3,2,1,0,0,GerrysHalloweenParty Halloween was yesterday stupid nigger
264,3,0,2,1,1,Chrus still supahot tho walks up to teacher with test drops test in that bitch fohead
265,3,0,3,0,1,I love eating pussy lol I never get full lol I can eat that shit forever lol and ever
266,3,0,3,0,1,No slushes hoes nasty anyway famthem hoes taste like meds
267,3,0,2,1,1,No slushes hoes nasty anyway fam
268,3,1,2,0,1,BOBBY BITCHby be getting me live as fuck hell yea i play that hoe before my workout
269,3,0,3,0,1,Yo bitch is Gucci Mane RT My bitch a stoner
270,3,0,3,0,1,I can ride your bitch with no handle bars
271,3,0,3,0,1,And if you aint a hoe get up out my traphoussseeeee
272,3,0,0,3,2,sad TV character deaths were still bitter over stark was the man
273,3,0,3,0,1,These harbor bitches are all Party Bus hoes Lol all
274,3,0,3,0,1,pussy love it
275,3,0,3,0,1,Ultraviolence video its coming you little bitch MTVHottest Lana Del Rey bitchy promo
276,3,0,3,0,1,On my way to fuck your bitch LMFAO KITTYCOPTER
277,3,0,0,3,2,A smuggler explains how he helped fighters along the Jihadi Highway
278,3,0,3,0,1,Aww their avis look so cute together do I gotta get Ike avi on this bitch
279,3,0,3,0,1,Its simple dont be a hoedont worry about being exposed fight mewhy
280,3,0,3,0,1,whys this bitch boosting herself Her size isnt exactly the most healthy tho
281,3,0,3,0,1,bet not be no bitches Kim bye
283,3,0,3,0,1,Damn near gotta protect my tweets stalkers being annoying you got that dope dick Drive these bitches loco
284,3,0,3,0,1,Im making marack my girlfriend aye b you pullin hoes just like o taught you
285,3,1,2,0,1,Bruno fag boy you love me
286,3,0,3,0,1,I must be a bitch you are sike naw This why we always beefing
287,3,0,0,3,2,Down Yankees look to rally in the bottom of the th RALLYCAP
288,3,0,3,0,1,Dont take advantage of a nice person hoes everyjuan
289,3,1,2,0,1,Happy birthday bitch nigga Thanks pal
290,3,0,3,0,1,Sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday
291,3,0,3,0,1,cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
292,3,0,3,0,1,ewww I said THAT last Sundayas in the last Sunday I was there Read it again nigs
293,4,1,3,0,1,I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back Strong Mush or Shake
294,3,0,3,0,1,My pussy still fresh lt something stank girls say
295,4,0,4,0,1,Ass slapping is one the greatest things Haha I slapped a girl on the ass She got mad I aint get pussy for a week
296,3,0,3,0,1,yeah Texans are so much better you fucking retard I see that youre mad about this
297,3,1,2,0,1,Nd wtf is up with dark bitches with blonde PLEASE HAVE SEVERAL SEATS HOE looking like blackampmilds out here
298,4,0,4,0,1,Theres a lane some bitches need to stay in the left n get right the fuck outta our face
299,3,0,3,0,1,I hate when boys deny that they have bitches smh
300,3,1,2,0,1,Ya nigs out there still saying yall dont eat butt WITH A STRAIGHT FACE
301,3,0,3,0,1,Im a boss ass bitch that needs to sit in a corner
302,3,0,3,0,1,Hes a hoe I cant
304,3,0,3,0,1,Me And Paul Thinkin Bout Gettin Rentals For Da Weekend oooh shit bitches betta stay out da streets
305,6,0,6,0,1,bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story
306,3,1,2,0,1,why do my friends hate me because you a ratchet hoe
307,3,1,2,0,1,No love for these fuck niggas hoes
308,3,0,3,0,1,Hot meat sexy as fuck scally lad I would love to meet him and his trainers
309,3,0,3,0,1,Sniff perved up scally lad fuck yeah
310,3,0,3,0,1,These bitches love Sosa
311,4,0,3,1,1,I legit watched it for about or seconds SO DID I WTF prob cause were retarded smh
312,3,0,3,0,1,What should I name my cat ideas Mr pussy
313,3,0,2,1,1,woof woof Sexy thug boy scally
314,3,0,3,0,1,u see the damn phone ringing when you married bitches makes demands You havent called me
315,3,0,3,0,1,Tevin is my favorite sophomore I think hes so funny Hes really not Lmaoo hes a little hoe
316,3,0,3,0,1,sex positions this what u call fucking the soul outta bitch
317,3,2,1,0,0,is bored supposed to be cute you faggot Sometimes
318,3,0,0,3,2,One mans trash is another mans treasure
319,3,0,3,0,1,I dont got no type Bad bitches is the only thing I like Iongotnotype
320,3,2,1,0,0,lassen cc the coach wants me i feel it youll get more my nig no doubt
321,3,0,3,0,1,god teeth gold chain white bitches cocaine
322,3,1,2,0,1,Its me hoe its me hoe shhhhh
323,3,0,3,0,1,In DC we call them rollers in Chiraq we call them thots All across America they have been known as a hoe
324,3,0,3,0,1,Im gonna miss that bitch of a bus driverno you wont Dont lie
325,3,0,3,0,1,hate when bitches try and put you in the friendzone bitch Im tryin to score put me in the endzone ON MY SOUL
326,3,0,1,2,2,Ashley Young has tried to deny that bird s landed in his mouth gt hahaha
327,3,0,3,0,1,yall both gimped up Aint tht a bitch huh lol
328,3,0,1,2,2,Take me for a ride woof woof
329,3,1,2,0,1,oh my god I love Victoria Mitchell all my bitches love me
330,3,0,3,0,1,That long distance shit wack I knew the bitch was cheating uh oh
331,3,0,3,0,1,HES DOING IT RIGHT no bitches smh
332,3,0,3,0,1,they BAN dat pussy for life amp he gotta pay millon dollar fine
333,3,1,2,0,1,Roses are red and violets are blue and niggers are black you know thats true
334,3,0,0,3,2,Sitting on my window sill window open bird tries to fly in Smacked it ProtectTheAnimals
335,3,0,3,0,1,But a nigga gon be a nigga be a nigga You sound fuckin retarded
336,3,0,0,3,2,a video an entire media will likely mock i am such a crybaby
337,3,0,3,0,1,Im not even shy stfu kikis mom Hi angelique Angelique Smiles Dips cracker in soup
338,3,0,3,0,1,Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville Smh
339,3,0,3,0,1,Karma is a bitch Damn GodProtectsHisAngels sips tea
340,3,0,3,0,1,Fuckin hot gym pussy fuck yeah
341,3,0,0,3,2,Jihadi patron Hajjaj alAjmi is arrested at Kuwait airport
342,3,0,2,1,1,You can call me Fireman cause I turn the hoes on
343,3,0,3,0,1,I could never have a bby by a lil dick Thts y I got a abortion by the last bitch oh My God
344,3,0,3,0,1,Watch women try to argue with me like they have a dick and actually fucked some pussy before I hate when bitches do that
345,3,0,3,0,1,And smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded
346,3,0,0,3,2,tweety bird tho
347,3,0,3,0,1,my pussy sweet like watermelon Thotermelon
348,3,0,1,2,2,When twitter rappers dm me their trash links
349,3,0,3,0,1,loud bitches annoy me
350,4,0,4,0,1,Eventually every bitch turns into that hoe Truuu
351,3,0,3,0,1,I swear if oomf try talking to me tomorrow pussy
352,3,0,3,0,1,You bitches be pretending to be TF crazy You aint never lied
353,4,0,3,1,1,k bye hoe um bye
354,3,2,1,0,0,Jackies a retard blondeproblems At least I can make a grilled cheese
355,3,1,2,0,1,ima keep on giving these pussy ass niggas ah reason to hate
356,3,0,0,3,2,Photo he is in sole heaven
357,3,2,1,0,0,Stacey Dash won baddest bitch evaaaa
358,3,0,3,0,1,Side bitch Sunday
359,3,0,3,0,1,Facts what baldheaded bitch made this shit Lmao
360,3,0,3,0,1,Fuck wit us and then we tweakin hoe shmurda
361,3,0,0,3,2,We actin like its the th day spook
362,3,0,3,0,1,Ill break that lil bitch neck and wont even feel sorry about it Savage
363,3,0,3,0,1,This is so fucking hot scally sneakersex sockfetish sniff trainersex love me some kinky scallies
364,3,1,2,0,1,Yall dumb ass niggas be so pressed to have hoes Yall weak as fuck as fuck weed over hoes oreos too
365,3,0,3,0,1,I can turn yo bitch into a eaterrrrrrrrr
366,3,0,3,0,1,I dont trust dese hoes Nikki told st where I stay at all my fans screen shot ASAP we finna come to Chiraq and shoot sumn
367,3,0,3,0,1,Aye yall ima tryout for the bowling team frfr tryouts passed tho no theres two more retard
368,3,0,3,0,1,Now u got what u want bitch Enjoy it now this is a crazy party I would love to attend
369,3,0,0,3,2,colored contacts in your eyes blinders on mine cause i cant see you at all Lmao
370,3,0,3,0,1,Facts Only the dudes with hoes say they dont got hoes
371,3,0,3,0,1,Im rea start smacking bitches period Bluffin at its best
372,3,0,3,0,1,Lifes a bitch and then you die Thats why we get high cause you neva know when youre gonna go my sister is perfect
373,3,0,3,0,1,One of us is on drugs and its me but youre still wrong hahahahahahah im a bitch sometimes
374,3,1,2,0,1,Im feeling pretty fuckin ghetto Smh
375,3,0,0,3,2,swears Im man easily easily behind Austin nip
376,3,0,3,0,1,This is a true ride or die bitch what the fuck hahahahah
377,4,0,0,4,2,HGWells and Charlie Chaplin History Photography
378,3,0,3,0,1,All I see is Brunos bitch ass on my twitter now wtf Brunos all that she sees Drake voice
379,3,0,3,0,1,Im about to cool faggot chill tf is cool nigga
380,3,0,3,0,1,Im so sure bitch frfr tf
381,3,0,3,0,1,Twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn Fox etc are all keeping quiet
382,3,0,3,0,1,Got a couple bitches saying they know me But Ima let the money talk for me AND IM LIKE WWYD
383,3,0,3,0,1,Grudges are for weirdosand bitches
384,3,1,0,2,2,I told Mariam to but cigarettes for her birthday You also called me trash rn
