Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
173,6,0,6,0,1,loyal bitch burbs without daddy issues like finding holographic mewtwo sounding like lol
174,3,0,3,0,1,easy cum easy hoe fact
175,3,0,3,0,1,charlie sheen real major fucking respect charlie sheen
176,3,0,3,0,1,wish anyone else got hoes though
177,3,0,3,0,1,fuck twerking bitch cook
178,3,0,3,0,1,bitch wtf
179,3,1,2,0,1,shut zoe fight pussy zoe good man good madam move along
180,3,0,3,0,1,lmao fucking snake bitches
181,3,0,3,0,1,big booty hoes everywhere sheesh damn
182,3,0,0,3,2,stay tuned update report 1b weeks
183,3,0,0,3,2,play soccer cheat girls wear khaki coloured cargos haircut yes laughing fucking ass
184,3,0,3,0,1,oregon chokes every year get field trash ass program rft
185,3,0,3,0,1,def cowboy lol retweet terrell owens best eagle amp cowboy ever dude cried like bitch tv romo
186,3,3,0,0,0,lmfaoooo hate black people black people niggers
187,3,0,3,0,1,could bitch potent
188,3,0,1,2,2,pissed lad past would lick dirty soles slept
189,3,0,1,2,2,love frat boy w soft long soles
190,3,0,1,2,2,sexy lad hot soles arches
191,3,0,3,0,1,nah family close friends got cheat hoes depends female feel
192,3,0,0,3,2,got hicks lol
193,3,1,2,0,1,new twitter confusing shit go back south america bitch
194,3,0,3,0,1,toto means ass vaginai think pussy toto santi like nasty pussy
195,3,0,3,0,1,actually choose ugly bitch ass must fat
196,3,0,3,0,1,bitch could kill vibe ya tried dis love miley
197,3,0,3,0,1,tired bitches saying look mean nigga big fuck wear tight shirts grim everybody
198,6,0,0,6,2,birds grandkids may never see thanks climate change
199,3,0,3,0,1,stay beautiful bitch
200,3,0,3,0,1,r purple ceeeleeeman gurl jus playin stupid hoe track still shitted sum gurls
201,3,0,3,0,1,money getting taller bitches getting blurry
202,3,1,2,0,1,never seen bitch obsessed nigga obsessed mine
203,3,0,2,1,1,kobe stay talking trash let us forget meant one smh
204,3,2,1,0,0,least nigger lmfao
205,3,0,3,0,1,people always asking mixed bad asian bitch lol
206,3,2,1,0,0,ariza snake coward least cripple like hero roach lmaoo
207,3,0,1,2,2,fosters home imaginary trash whoa chill show everything tf
208,6,0,5,1,1,lowkey tired tired quiet go sleep hoe
209,3,0,3,0,1,stop bringing weird niggers mentions
210,3,0,3,0,1,love hoes
211,3,0,3,0,1,yo girl cannot homeboys old weak bitch ass nigga
212,3,0,3,0,1,think worst advice gave pussy speed lol
213,3,0,3,0,1,quote tweet favorite animalpussy
214,3,0,3,0,1,hate strippers tell dancers hoe ballet dancers pop pussy beethoven stripper
215,3,0,3,0,1,andrewbryant poff double vision beers poff double pussy shaking head
216,3,0,3,0,1,bitches twerk computer ya ya damn
217,3,0,3,0,1,prince art nobody takin bitch
218,3,0,1,2,2,welfaregovernment aid claimed white people black slander trash
219,3,0,3,0,1,bitches care play role
220,6,0,6,0,1,took find hiding lime tree dis bitch da wrong tree bro
221,6,3,2,1,0,drakes new shoes released nikejordan yes glitter shoes dudes fag
222,3,0,1,2,2,inna di ghetto alone lmaoo
223,3,0,1,2,2,hoes austin teach us austini teach get curved know
224,3,1,2,0,1,bitches cannot cook know suck dick ones
225,3,0,3,0,1,fat hoes get chose lol
226,3,0,3,0,1,well hoesno one expects loyal
227,3,0,3,0,1,old bitch ass
228,3,1,2,0,1,bruh tired niggas retweetin miley cyrus naked bitch types bad lmaooo
229,3,0,3,0,1,tony romo mavs game mean still bitch laughing ass fuk cowgirls lol bitch fuck
230,3,0,3,0,1,holy shit freddie highmore charlie chocolate factory rolls floor laughing
231,3,1,2,0,1,want sex gf feel like using anonymous whata faggot
232,3,0,3,0,1,one followers somebody bitch
233,3,0,3,0,1,ya bitch always bitching clearly care annoying bitch
234,3,0,3,0,1,catfish hoes thinkin slick niggas catching
235,3,0,3,0,1,cannot worry bitch worried bout
236,3,0,3,0,1,side hoes insecure niggas cannot handle real one
237,3,0,3,0,1,retweet lmao bitch come scooting tent like fuck shit
238,3,0,3,0,1,cousin said share hoes brothers said sharing caring love brothers
239,3,0,3,0,1,hungry ionn want spend money foodbroke hoe problems
240,6,0,6,0,1,dese hoes lyin us nigga
241,3,0,3,0,1,oh yeah fuck bitch
242,3,0,1,2,2,eli manning threw nflleading 27th interception season lmao trash
243,3,0,1,2,2,usc senior rb anthony brown calls head coach steve sarkisian racist quits team bitch
244,3,0,3,0,1,guess also zero time mansplaining adios stfu pussy
245,3,0,1,2,2,chilling sexy scally lad
246,3,0,3,0,1,sharing bitch mines mines
247,3,0,3,0,1,money impress simple broke bitches
248,3,0,2,1,1,never anybodys bitch let people control change rigghhht
250,3,0,1,2,2,tuku ho know blah blah blah
251,3,0,1,2,2,mad cuh hahaha suure tuku ho ita
252,3,0,3,0,1,hoes crazy
253,3,0,3,0,1,ever going slice bitch kevin hart
254,3,0,3,0,1,oomf fuckin fine though dam bitch
255,3,1,2,0,1,wonder girl gave head boys drink magaluf twitter probly sends nudes fags
256,3,0,3,0,1,yeah bitch yeah bitch call maybe b steveo c later jesse pinkman
257,3,0,3,0,1,hickies thighs right pussy gtgtgt right
258,3,0,3,0,1,would still love longer young beautiful ugly monkey ass
259,3,1,2,0,1,come frontbitch coming
260,3,1,2,0,1,faggot bitch
261,3,0,3,0,1,yea ipad work friday let us ball faggot work
262,3,0,1,2,2,scally lad would get
263,3,2,1,0,0,halloween yesterday stupid nigger
264,3,0,2,1,1,chrus still supahot though walks teacher test drops test bitch fohead
265,3,0,3,0,1,love eating pussy lol never get full lol eat shit forever lol ever
266,3,0,3,0,1,slushes hoes nasty anyway family close friendsthem hoes taste like meds
267,3,0,2,1,1,slushes hoes nasty anyway family close friends
268,3,1,2,0,1,bobby bitchby getting live fuck hell yea play hoe workout
269,3,0,3,0,1,yo bitch gucci mane retweet bitch stoner
270,3,0,3,0,1,ride bitch handle bars
271,3,0,3,0,1,hoe get traphoussseeeee
272,3,0,0,3,2,sad tv character deaths still bitter stark man
273,3,0,3,0,1,harbor bitches party bus hoes lol
274,3,0,3,0,1,pussy love
275,3,0,3,0,1,ultraviolence video coming little bitch lana del rey bitchy promo
276,3,0,3,0,1,way fuck bitch lmfao kittycopter
277,3,0,0,3,2,smuggler explains helped fighters along jihadi highway
278,3,0,3,0,1,aww avis look cute together got get ike avi bitch
279,3,0,3,0,1,simple hoedo worry exposed fight mewhy
280,3,0,3,0,1,bitch boosting size exactly healthy though
281,3,0,3,0,1,bet bitches kim bye
283,3,0,3,0,1,damn near got protect tweets stalkers annoying got dope dick drive bitches loco
284,3,0,3,0,1,making marack girlfriend aye b pullin hoes like taught
285,3,1,2,0,1,bruno fag boy love
286,3,0,3,0,1,must bitch sike naw always beefing
287,3,0,0,3,2,look rally bottom 9th
288,3,0,3,0,1,take advantage nice person hoes everyjuan
289,3,1,2,0,1,happy birthday bitch nigga thanks pal
290,3,0,3,0,1,sad knowing hoes fuck got stacks wait till friday
291,3,0,3,0,1,cinco shit harder fucc niggayee fucc wit rich homie dats ya homeboy fucc nicca
292,3,0,3,0,1,ewww said last sundayas last sunday read nigs
293,4,1,3,0,1,punch real niggas face pussy nigga going punch right back strong mush shake
294,3,0,3,0,1,pussy still fresh lt something stank girls say
295,4,0,4,0,1,ass slapping one greatest things haha slapped girl ass got mad get pussy week
296,3,0,3,0,1,yeah texans much better fucking retard see mad
297,3,1,2,0,1,nd wtf dark bitches blonde please several seats hoe looking like blackandmilds
298,4,0,4,0,1,lane bitches need stay left n get right fuck outta face
299,3,0,3,0,1,hate boys deny bitches shaking head
300,3,1,2,0,1,ya nigs still saying eat butt straight face
301,3,0,3,0,1,boss ass bitch needs sit corner
302,3,0,3,0,1,hoe cannot
304,3,0,3,0,1,paul thinkin bout gettin rentals da weekend oooh shit bitches betta stay da streets
305,6,0,6,0,1,bitches hold nigga get locked nigga go college military different story
306,3,1,2,0,1,friends hate ratchet hoe
307,3,1,2,0,1,love fuck niggas hoes
308,3,0,3,0,1,hot meat sexy fuck scally lad would love meet trainers
309,3,0,3,0,1,sniff perved scally lad fuck yeah
310,3,0,3,0,1,bitches love sosa
311,4,0,3,1,1,legit watched seconds wtf prob retarded shaking head
312,3,0,3,0,1,name cat ideas mr pussy
313,3,0,2,1,1,woof woof sexy thug boy scally
314,3,0,3,0,1,see damn phone ringing married bitches makes demands called
315,3,0,3,0,1,tevin favorite sophomore think funny hes really lmaoo hes little hoe
316,3,0,3,0,1,sex positions call fucking soul outta bitch
317,3,2,1,0,0,bored supposed cute faggot sometimes
318,3,0,0,3,2,one mans trash another mans treasure
319,3,0,3,0,1,got type bad bitches thing like iongotnotype
320,3,2,1,0,0,lassen cc coach wants feel get nig doubt
321,3,0,3,0,1,god teeth gold chain white bitches cocaine
322,3,1,2,0,1,hoe hoe shhhhh
323,3,0,3,0,1,dc call rollers chiraq call thots across america known hoe
324,3,0,3,0,1,going miss bitch bus driverno lie
325,3,0,3,0,1,hate bitches try put friendzone bitch tryin score put endzone soul
326,3,0,1,2,2,ashley young tried deny bird landed mouth gt hahaha
327,3,0,3,0,1,gimped tht bitch huh lol
328,3,0,1,2,2,take ride woof woof
329,3,1,2,0,1,oh god love victoria mitchell bitches love
330,3,0,3,0,1,long distance shit wack knew bitch cheating uh oh
331,3,0,3,0,1,right bitches shaking head
332,3,0,3,0,1,ban pussy life amp got pay millon dollar fine
333,3,1,2,0,1,roses red violets blue niggers black know true
334,3,0,0,3,2,sitting window sill window open bird tries fly smacked
335,3,0,3,0,1,nigga gon nigga nigga sound fuckin retarded
336,3,0,0,3,2,video entire media likely mock crybaby
337,3,0,3,0,1,even shy stfu kikis mom hi angelique angelique smiles dips cracker soup
338,3,0,3,0,1,tim tebow got cut every team nfl already got hoes starkville smh
339,3,0,3,0,1,karma bitch sips tea
340,3,0,3,0,1,fuckin hot gym pussy fuck yeah
341,3,0,0,3,2,jihadi patron hajjaj alajmi arrested kuwait airport
342,3,0,2,1,1,call fireman turn hoes
343,3,0,3,0,1,could never bby lil dick thts got abortion last bitch oh god
344,3,0,3,0,1,watch women try argue like dick actually fucked pussy hate bitches
345,3,0,3,0,1,smoke weed public fuck cops man want run come retarded
346,3,0,0,3,2,tweety bird though
347,3,0,3,0,1,pussy sweet like watermelon thotermelon
348,3,0,1,2,2,twitter rappers dm trash links
349,3,0,3,0,1,loud bitches annoy
350,4,0,4,0,1,eventually every bitch turns hoe truuu
351,3,0,3,0,1,swear oomf try talking tomorrow pussy
352,3,0,3,0,1,bitches pretending tf crazy never lied
353,4,0,3,1,1,k bye hoe um bye
354,3,2,1,0,0,jackies retard least make grilled cheese
355,3,1,2,0,1,keep giving pussy ass niggas ah reason hate
356,3,0,0,3,2,photo sole heaven
357,3,2,1,0,0,stacey dash baddest bitch evaaaa
358,3,0,3,0,1,side bitch sunday
359,3,0,3,0,1,facts baldheaded bitch made shit lmao
360,3,0,3,0,1,fuck wit us tweakin hoe shmurda
361,3,0,0,3,2,actin like 7th day spook
362,3,0,3,0,1,break lil bitch neck even feel sorry savage
363,3,0,3,0,1,fucking hot love kinky scallies
364,3,1,2,0,1,dumb ass niggas pressed hoes weak fuck fuck weed hoes oreos
365,3,0,3,0,1,turn yo bitch eaterrrrrrrrr
366,3,0,3,0,1,trust dese hoes nikki told 51st stay fans screen shot soon possible fixing come chiraq shoot sumn
367,3,0,3,0,1,aye tryout bowling team frfr tryouts passed though two retard
368,3,0,3,0,1,got want bitch enjoy crazy party would love attend
369,3,0,0,3,2,colored contacts eyes blinders mine cannot see lmao
370,3,0,3,0,1,facts dudes hoes say got hoes
371,3,0,3,0,1,rea start smacking bitches period bluffin best
372,3,0,3,0,1,lifes bitch die get high neva know going go sister perfect
373,3,0,3,0,1,one us drugs still wrong hahahahahahah bitch sometimes
374,3,1,2,0,1,feeling pretty fuckin ghetto smh
375,3,0,0,3,2,swears man easily easily behind austin nip
376,3,0,3,0,1,true ride die bitch fuck hahahahah
377,4,0,0,4,2,hgwells charlie chaplin
378,3,0,3,0,1,see brunos bitch ass twitter wtf brunos sees drake voice
379,3,0,3,0,1,cool faggot chill tf cool nigga
380,3,0,3,0,1,sure bitch frfr tf
381,3,0,3,0,1,twitter source news broadcast fucking retards nbc abc cnn fox etc keeping quiet
382,3,0,3,0,1,got couple bitches saying know ima let money talk like
383,3,0,3,0,1,grudges weirdosand bitches
384,3,1,0,2,2,told mariam cigarettes birthday also called trash right
385,3,0,0,3,2,brownies tonight kind
386,3,0,3,0,1,text back give fuck text another bitch damn someone hurt lol
387,6,1,5,0,1,ummmmmm okay got hoes left right yah thang
388,3,0,3,0,1,using ymxb find slope ass
389,3,0,0,3,2,fit lads nice gear scally lads n trainers would get
390,3,0,3,0,1,hell yeah bro fuck yeah sexy scally lad hot gear
391,3,0,3,0,1,helping mate love scally play fuck yeah
392,3,0,2,1,1,lads lads fuck yeah love scally lad action hot trainers
393,3,0,3,0,1,next year bitches going like got promise expose
394,3,0,3,0,1,hot retweet lick bitch fuck yeah eat trainer dirty fucker
395,3,0,3,0,1,think celebrity pussy different locals yeah meghan goods
396,6,0,2,4,2,saw ajumma walk beginning saying wow trash cannot even listen lmaoo
397,3,0,3,0,1,need sox fuck yeah love kinky scally lad w rank sox sneaks
398,3,1,2,0,1,ever expose females like childish bitch nigga shiiii
399,3,0,3,0,1,yasss trys new things bestfriend bitch love
400,3,1,0,2,2,dude remember wop video oh god find
401,3,0,2,1,1,thick raw fuck damn man pussy getting workout
402,3,0,0,3,2,rawr retweet sexy french scally love sexy scally woof woof
403,3,0,3,0,1,nothin life free bitches need write ya panties
404,3,0,3,0,1,one bitches want burrito catch potosino huh haha
405,3,1,2,0,1,niggas whole hoes could said better
406,3,0,3,0,1,hardcore way eat mac cheese boil water snort cheese powder drink boiling water fuck bitches
407,3,0,3,0,1,fade perpetually fresher real ass bitch rite
408,3,0,3,0,1,annoying bitch love judyanns pretty
409,3,0,3,0,1,lmao bitch got huggies
411,3,0,3,0,1,hi bitch bitch bye bitch
412,3,0,3,0,1,look like bitch
413,3,0,3,0,1,chase money hoes
414,3,0,3,0,1,cannot stand know want ass nigga bitch
415,3,0,3,0,1,way love hot sexy scally fucker
416,3,1,2,0,1,newly gay bitches kno shit works
417,3,0,3,0,1,bitch want real job become strippers lol lol
418,3,0,3,0,1,awww meat meat feelinsi ainn n feelings bitch
419,3,0,2,1,1,want snake bites industrial piercin amp tattoodem hoe accessories dea
420,3,0,0,3,2,baby albino
421,3,0,3,0,1,hoes loyal
422,3,1,2,0,1,yassssss ordered chinese bitch ate tacos fat fuck
423,3,0,3,0,1,made bitch lunch bitches love lunch
424,6,2,4,0,1,brainer soon bitch gets rich political power views change political whores
425,3,0,3,0,1,pussy day keeps devil away
426,3,0,3,0,1,bitch mean
427,3,0,3,0,1,bitches want baby want children
428,3,0,2,1,1,bitch must lost
429,3,0,3,0,1,baby like left side bitch cannot cuz street side twitter said real
430,6,0,1,5,2,bae sounds like ghetto word use something else
431,3,1,2,0,1,batter wee cunt jewis cos fucked ex emma battering girls nailedi moved onstop pussy n urself
432,3,0,3,0,1,bleed hoe alexa
433,3,0,3,0,1,boolin bando wit bitches
434,3,0,0,3,2,brownies brownie love movie
435,3,0,3,0,1,need bad bitch hotter might realist shit partynextdoor ever said feelin everyday
436,3,1,2,0,1,way punch bitches
437,3,0,3,0,1,caesar home retweet much bitch looks like let us start ape shit
438,3,0,1,2,2,chinese maverick communicating comrade know giving imperialist yanks birdie
439,3,0,3,0,1,dad say hi snapchat dad duces bitch
440,6,0,5,1,1,believe hoes fact loyal disagree believe fact loyalest bunchthese hoes
441,3,0,3,0,1,know ugly bitches know broke niggas
442,3,0,3,0,1,make make fall live nigga like meee birds 1and favorite songs weeknd
443,3,2,1,0,0,worry nigga see worry nigga see dats da nigga fuckin yo bitch
444,3,0,3,0,1,ever give pussy away keep tight alright
445,3,0,3,0,1,dropped stack bitch song called dope download mixtape
446,3,0,3,0,1,dumb bitches dumb things
447,3,1,2,0,1,eat pussy like real nigga hungry
448,3,1,2,0,1,eff let us go cripple
449,3,0,2,1,1,everything look better bitch next
450,3,0,3,0,1,facto cares hoe ass looks like
451,3,0,3,0,1,every bad bitch nigga tired fucking
452,3,0,3,0,1,foreign chick lie man bitch beautiful
453,3,1,2,0,1,fresh nigga kno need clean bitch kno working want see team rich
454,3,0,3,0,1,fuck make rules suck dragon balls bitch call goku
455,3,0,0,3,2,generate ascii boxes nodejs see ability bring flappybird node via ascii tubes bird
456,3,0,3,0,1,get shit bitch fine bear
457,3,1,2,0,1,get ass back detroit ya fuckin wigger
458,3,0,3,0,1,girls dated okay mad yo unless stabbed heart love hoe
460,3,0,3,0,1,know twitter password bitch please
461,3,0,3,0,1,seen shows seen hoes hot would thick
462,3,0,3,0,1,bitch hitting hoe
463,3,1,2,0,1,married white woman lucky sumbitch uncle ruckus
464,3,0,2,1,1,want nigga trinna savings account omg going funny ass bitch man real shit
465,3,0,3,0,1,great grandmas hoeher grandmas hoeher moms hoe hoe long line hoes grandpa carl everyone
466,3,3,0,0,0,hey go look video man found kidnapped girls ohiowhat nigger
467,3,0,3,0,1,hey pussy still
468,6,0,2,4,2,draft gungho folks send afghanistan war zones show
469,3,0,3,0,1,hotter bitch
470,3,0,3,0,1,talking hoes bout bro n talking hoes bout bro n
471,3,0,3,0,1,crazy bitch hilarious
473,3,1,2,0,1,know shoes dirty fuck whatever bitch call like negro one first things look shoes dog
474,3,0,0,3,2,thrill billywith hillbilly heart hahahahaha jesus murphy
475,3,0,3,0,1,call bitch
476,3,0,3,0,1,cannot handle liquor bitches cannot handle meeedd chief sosa
477,3,0,3,0,1,chase dudes chase bitches edgar bautista
478,3,0,2,1,1,love hoes baby forever
479,3,0,3,0,1,even need picture tamar bitch beat every picture
480,3,0,3,0,1,hoes
481,3,0,1,2,2,found new way chug open mouth alot
